"2014.1",,http://itjuzi.com/investfirm/2,Eput.com/路大在线科技,多媒体娱乐,a,数百万美元,IDG资本
"2014.1",,http://itjuzi.com/investfirm/2,街蜜,电子商务,angel,数百万人民币,IDG资本
"2014.1",,http://itjuzi.com/investfirm/2,Bloomsky九安医疗,电子硬件,a,400万美元,IDG资本
"2014.1",,http://itjuzi.com/investfirm/2,OK车险/保橙网络,金融服务,a,数百万美元,IDG资本
"2014.9",,http://itjuzi.com/investfirm/2,Ghost智能空中机器人/Ehang亿航无人机,电子硬件,a,未透露美元,IDG资本
"2014.9",,http://itjuzi.com/investfirm/2,老师来了,教育培训,angel,数百万人民币,IDG资本
"2014.9",,http://itjuzi.com/investfirm/2,轻轻家教/轻轻教育,教育培训,a,数百万美元,IDG资本
"2014.9",,http://itjuzi.com/investfirm/2,玩兔科技,SNS社交网络,angel,数百万人民币,IDG资本
"2014.9",闫极晟,http://itjuzi.com/investfirm/2,LeanCloud/AVOS Cloud,企业服务,a,数千万美元,IDG资本
"2014.11",,http://itjuzi.com/investfirm/1,PP租车/爱车汇,汽车交通,b,6000万美元,红杉资本中国
"2014.1",,http://itjuzi.com/investfirm/1,云智慧,企业服务,b,数千万美元,红杉资本中国
"2014.1",,http://itjuzi.com/investfirm/1,Blink快看,SNS社交网络,a,2000万美元,红杉资本中国
"2014.9",,http://itjuzi.com/investfirm/1,监控宝/云智慧科技,企业服务,b,数千万美元,红杉资本中国
"2014.9",,http://itjuzi.com/investfirm/1,随手记/随手网,金融服务,b,数千万美元,红杉资本中国
"2014.8",,http://itjuzi.com/investfirm/1,杏仁医生/看处方,医疗健康,a,500万美元,红杉资本中国
"2014.8",,http://itjuzi.com/investfirm/1,有间房/桔家软件,房产酒店,a,200万美元,红杉资本中国
"2014.8",,http://itjuzi.com/investfirm/1,小麦公社/快客蚁族,电子商务,a,1000万美元,红杉资本中国
"2013.1",,http://itjuzi.com/investfirm/7,赞那度,旅游户外,angel,数百万人民币,经纬中国
"2013.1",左凌烨,http://itjuzi.com/investfirm/7,潘朵拉,电子商务,a,数百万美元,经纬中国
